human_bin,smiles,proteinName,protein_dataset
0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C,prot771,human
1,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,prot28,human
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot9,human
0,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O)O)O)O)O,prot105,human
1,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO,prot69,human
0,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C[125I])C,prot480,human
0,C1=CC(=CC=C1[C@@H](CN)O)O,prot61,human
1,C(C(CO)O)O,prot1849,human
1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,prot256,human
0,CC(C)C(=O)N,prot37,human
0,C[C@H](CCC(=O)OC)[C@H]1CC[C@@]2([C@@]1(CC(=O)[C@H]3[C@H]2C(=O)C[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC(=O)C)C)C)C,prot1850,human
1,C(C(CO)O)O,prot1106,human
1,C(CSSC[C@@H](C(=O)O)N)O,prot1480,human
1,CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=CC=C4,prot69,human
1,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot5,human
0,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)O)O)C)C)C2C1)CO)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,prot1852,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot1413,human
0,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CC/C=C\CCC(=O)OC)O)O,prot1609,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot9,human
0,B#N,prot478,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[32P](=O)(O)O)O)O,prot1853,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,prot130,human
0,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC,prot1499,human
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,prot1135,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot1557,human
0,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C,prot450,human
1,C(CS)O,prot1218,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot274,human
1,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC,prot1717,human
0,CCCCC(CC)C(=O)O,prot1515,human
1,C1=CC=C(C=C1)COC2=C(N=CC=C2)N,prot9,human
1,C([C@@H](C(=O)O)N)SO,prot1854,human
0,CC[C@@]1(CC2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9[C@H]7[C@@](C=CC9)(C([C@@](C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,prot1855,human
0,C(COP(=O)(O)OCC(CO)O)N,prot1856,human
0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,prot1857,human
0,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O,prot1196,human
0,CC1=CC(=O)OC2=C1C=CC(=C2)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,prot328,human
1,C1=CC=C(C=C1)C2=CC3=C(C4=C(N3CCC(=O)O)C=CC(=C4)O)C5=C2C(=O)NC5=O,prot9,human
0,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O[C@@H]3[C@@H]([C@H](C(O[C@@H]3C(=O)O)O)O)O)O)O)C(=O)O)O)O,prot1481,human
1,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,prot211,human
0,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,prot112,human
0,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CC/C=C\CCC(=O)OC)O)O,prot78,human
1,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,prot3,human
0,CCCCC/C(=C/C/C=C\CCCCCCCC(=O)O)/O,prot624,human
1,CCCCOC1=C(C=CC(=C1)C[C@@H]2CNC(=O)N2)OC,prot565,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1858,human
1,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,prot28,human
0,CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,prot1659,human
0,CCC(C)C(=O)O,prot1859,human
0,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,prot78,human
0,C1CN(CCC1C2CCN(CC2)CCCl)CCCl,prot1860,human
0,C1=NC2=C(N1C3[C@H]([C@H]([C@H](O3)CO)O)O)N=C(N=C2N)Cl,prot642,human
0,C[N+](C)(C)CCOC(=O)CBr,prot67,human
0,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H](C[C@@H]([C@H](O2)CO)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)N)O)O)N,prot1443,human
0,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C,prot717,human
0,CN1[C@@H]2CCC[C@H]1CC2,prot171,human
0,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)C,prot1609,human
1,C(C(CO)O)O,prot1861,human
0,C([C@H]([C@H](C=O)O)O)O,prot1862,human
1,CCCCCCCCCCCCCCCC(=O)O,prot1257,human
0,CN1C2=CC=CC=C2C(=N[C@H](C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5,prot392,human
0,[C@H]([C@@H]([C@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,prot1863,human
1,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O,prot9,human
0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C(CN)N,prot1242,human
0,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,prot635,human
0,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H]([C@]3(C)CO)O)O)C,prot1007,human
0,CCCCCCCCCCCO,prot591,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot113,human
0,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,prot1667,human
1,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@@H]2[C@H](O2)C(=O)NCC3=CC=CC=C3,prot397,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
1,C(CC(=O)O)C(=O)C(=O)O,prot943,human
1,C1C(OC(=N1)N)C2=CC=CC=C2,prot198,human
0,CC(=O)[CH2],prot1866,human
1,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,prot216,human
1,C1COCCN1CC2=CC3=C(SC(=C3)S(=O)(=O)N)S(=O)(=O)N2C4=CC(=CC=C4)O,prot3,human
1,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,prot28,human
0,C([C@H]([C@H]([C@@H]([C@@H]([13CH]=O)[15NH2])O)O)O)O,prot1868,human
1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC,prot256,human
0,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,prot480,human
1,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,prot317,human
1,CC[Hg]SC1=CC=CC=C1C(=O)O,prot198,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot69,human
1,C1=CC=C(C(=C1)O)O,prot153,human
0,C1=NC2=C(N1C3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O)NC(=NC2=O)N,prot965,human
1,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,prot28,human
1,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,prot28,human
1,CC(C)C[C@H](N)P(=O)(O)O,prot1109,human
0,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N,prot249,human
1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,prot28,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1871,human
0,C=CCC(=O)O,prot1872,human
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,prot28,human
1,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F,prot618,human
1,C1=CNC2=CC(=C(C=C21)O)O,prot407,human
0,CC#C[C@@]1(CC[C@@H]2[C@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,prot1274,human
0,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)NC,prot1301,human
0,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC)O)O)O,prot600,human
0,CC1=C(C[C@H](CC1)O)/C=C\C2=CCCC3(C2CCC3[C@H](C)CCCC(C)C)C,prot624,human
0,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,prot1205,human
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot617,human
1,C1=CC=C2C(=C1)C=CC(=O)N2,prot3,human
0,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,prot1251,human
1,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,prot202,human
0,CC(C)(C(C)(C)O)O,prot126,human
1,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,prot274,human
0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,prot1340,human
0,CCCCCC(C(/C=C/C=C/C=C/C=C/C(CCCC(=O)O)O)O)O,prot900,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot1265,human
1,CN1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N,prot557,human
0,CCCCCCCCCCCCCCC1(CO1)C(=O)O,prot668,human
1,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,prot28,human
1,C1CC1[C@@H](C(=O)N2CC(=C[C@H]2C3=CC=CC=C3)C4=C(C=CC(=C4)F)F)N,prot915,human
1,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@H]4O)C)O,prot1051,human
1,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,prot3,human
0,C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,prot1870,human
1,C(C(CO)O)O,prot883,human
1,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot28,human
0,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O)O,prot617,human
0,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)OC(=O)C)C)C)[C@@H]2[C@H]1C)C)C,prot1347,human
0,COCC1C(C(C(C(O1)OC)OC)OC)OC2C(C(C(C(O2)CO)OC)O)O,prot394,human
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot1702,human
0,C([C@H](CN)O)C(=O)O,prot718,human
0,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@H]3[C@H](CC4=CC5=C(C=C24)OCO5)COC3=O,prot388,human
1,C1=CC(=CC=C1C2=C(C=NN2)C3=CC=NC=C3)F,prot9,human
0,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O,prot1409,human
0,CN(CCCNN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,prot922,human
0,C[C@@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC,prot418,human
0,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)[C@@H](C(=O)O)NC(=O)[C@H]([C@@H]([C@H](COC(=O)N)O)O)N)O)O)C(=O)O,prot546,human
0,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot1816,human
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@@H](C(=O)NCCC(=O)NCCS)O,prot234,human
0,CC(C(=O)NCC(=O)N(C)C(CC1=CC=CC=C1)C(=O)NCCO)NC(=O)C(CC2=CC=C(C=C2)O)N,prot672,human
1,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NOCCC(=O)O,prot553,human
1,C(CSSC[C@@H](C(=O)O)N)O,prot301,human
1,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C(=C2)Br)O)Br,prot553,human
0,C[C@H]([C@H](CCC(=O)O)N)O,prot810,human
0,CC(C(=O)C1=CC=CC=C1)N,prot1228,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot69,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot9,human
1,CN1C=CN=C1SC2=C(C=C(C(=C2)C(=O)NC3=NC=CS3)N)F,prot759,human
1,C(C(CO)O)O,prot727,human
0,C[C@@]12CC[C@@]3([C@@H]([C@@H]1CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C,prot569,human
1,C[N+](C)(C)C1=CC=CC(=C1)C(C(F)(F)F)(O)O,prot202,human
1,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,prot28,human
0,CC/C=C\C/C=C\C/C=C\C/C=C\C=C\C(CCCC(=O)O)O,prot300,human
1,C1C[C@H](C2=C(C1)SC3=C2C(=O)NC(=N3)C(=O)NCC4=CC5=C(C=C4)OCC(=O)N5)CC(=O)N,prot89,human
0,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,prot1736,human
1,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,prot3,human
1,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OS(=O)(=O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O,prot1213,human
1,C(CCCCC(=O)O)CCCC(=O)O,prot140,human
1,C1=CC(=C(C(=C1)F)S(=O)(=O)N)F,prot3,human
1,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)OC(C(=O)N3CCCOC)(C)C,prot349,human
0,C1=CC=C(C=C1)CC(=O)NC(=O)N,prot987,human
1,C(C(=O)O)(C(=O)O)N,prot398,human
0,CCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@](O1)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,prot235,human
0,CC(C)(C1=CC=C(C=C1)OCCO)C2=CC=C(C=C2)OCCO,prot1060,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1033,human
1,C1=CC=C(C=C1)[C@H](C(=O)O)S(=O)(=O)O,prot69,human
0,C([C@H]([C@H]1C(=O)C(=C(O1)O)O)O)O,prot139,human
1,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,prot28,human
1,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,prot28,human
1,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N,prot341,human
1,C[C@@]1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=C(C=C(C=C3)F)F,prot868,human
0,COC1=CC=C(C=C1)C[C@@H](C(=O)O)N,prot125,human
0,C([C@H]([C@H]([C@@H](C(=O)C=O)O)O)O)O,prot1650,human
1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,prot28,human
0,CC(COCC1C(C(C(C(O1)OC)OCC(C)O)OCC(C)O)OC2C(C(C(C(O2)COC)OC3C(C(C(C(O3)CO)OC)O)O)OC)OC)O,prot1485,human
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,prot28,human
1,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,prot94,human
1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot28,human
0,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,prot1756,human
1,C(CCNC(=O)O)C[C@@H](C(=O)O)N,prot225,human
1,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,prot28,human
1,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,prot202,human
0,CC(CN)C(=O)O,prot1058,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1430,human
0,CC1=C(C2=C(C3(CC3)[C@](C(=O)C2=C1)(C)O)C)CO,prot1433,human
0,CCCCCC(C(/C=C/C=C/C=C/C=C/C(CCCC(=O)O)O)O)O,prot1877,human
1,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,prot699,human
1,C1C[C@@H](NC1)COC2=CC=C(C=C2)NCC3=CC=CC=C3,prot920,human
0,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])OS(=O)(=O)O,prot1381,human
0,C[C@]12CC[C@H](C[C@H]1CCC3C2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,prot46,human
1,CS(=O)C,prot3,human
1,C1=CC=C(C=C1)C[C@H](CS)C(=O)NCC(=O)O,prot558,human
1,CCCCCCCCCCCC,prot747,human
1,C(CSSC[C@@H](C(=O)O)N)O,prot439,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot69,human
0,CCCCCC(/C=C/C1C(CC(C1C/C=C/CCCC(=O)O)O)O)O,prot929,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot778,human
1,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,prot1043,human
1,COC1=CC(=C(C=C1CCN)OC)Br,prot28,human
1,CC1=C(N2C=CC=CC2=N1)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC[C@H](CN(C)C)O,prot9,human
1,CC1=CC(=C(C=C1)O)O,prot153,human
1,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,prot28,human
1,CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=CC=C4,prot69,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot9,human
1,C[C@@H](CC(C)(C)O)O,prot1881,human
0,C1C(CNC1C(=O)O)O,prot418,human
1,C1=CC=C2C(=C1)C(=CN2)CCN,prot28,human
1,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,prot93,human
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot90,human
1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,prot28,human
0,C1=CC(=C(C=C1[C@@H](CN)O)O)O,prot784,human
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,prot28,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot145,human
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,prot716,human
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot617,human
0,C([C@@H]1[C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O,prot199,human
0,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,prot1172,human
1,C1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3N,prot446,human
1,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,prot9,human
0,C(CCC(=O)O)CC(=O)O,prot1330,human
1,CSCC[C@@H](C(=O)O)NC=O,prot1197,human
0,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,prot590,human
0,CC(=O)C1CCC2[C@@]1(CC(C3C2CCC4=CC(=O)CC[C@]34C)O)C,prot732,human
0,[3H]O,prot48,human
1,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,prot28,human
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,prot28,human
1,C(C(CO)O)O,prot652,human
0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CC[C@@]4(C(=O)COP(=O)(O)O)O)C)O,prot1882,human
1,CC[C@H](CO)NC1=NC2=C(C(=N1)NCC3=CC=C(C=C3)C4=CC=CC=N4)N=CN2C(C)C,prot49,human
0,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,prot702,human
1,C[C@@H](CC(C)(C)O)O,prot315,human
0,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCCO)OC(=O)CCCCCCC/C=C/CCCCCCCC,prot1883,human
1,C(C(=O)O)N,prot1095,human
1,CC1=NC(=NO1)C(CC2=CC=CC=C2)(CC3=CC=C(C=C3)NS(=O)(=O)O)C4=NOC(=N4)C,prot1884,human
1,C(=O)(C(=O)O)C(=O)O,prot627,human
0,CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,prot607,human
