drugbank_id,name,smiles
DB13611,Chlormidazole,CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1
DB13612,Carbaspirin calcium,[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O
DB13613,Ticlatone,OC1=NSC2=C1C=CC(Cl)=C2
DB13614,Metizoline,CC1=C(CC2=NCCN2)C2=CC=CC=C2S1
DB13615,Mifamurtide,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC
DB13616,Melagatran,[H][C@@](NCC(O)=O)(C1CCCCC1)C(=O)N1CC[C@@]1([H])C(O)=NCC1=CC=C(C=C1)C(N)=N
DB13617,Clorexolone,NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1
DB13618,Ipriflavone,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1
DB13619,Bornaprine,CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1
DB13620,Potassium gluconate,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
DB13621,Tetragalacturonic acid hydroxymethylester,OCOC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OCO)O[C@@H]3C(=O)OCO)O[C@@H]2C(=O)OCO)[C@H](O)[C@@H](O)[C@H]1O
DB13622,Selenium (75Se) norcholesterol,C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2
DB13623,Fabomotizole,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1
DB13624,Methoxyphenamine,CNC(C)CC1=CC=CC=C1OC
DB13625,Carbuterol,CC(C)(C)NCC(O)C1=CC(NC(O)=N)=C(O)C=C1
DB13626,Aluminium glycinate,O.[OH-].[OH-].[Al+3].NCC([O-])=O
DB13627,Oxolinic acid,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
DB13628,Ethyl hydroxybenzoate,CCOC(=O)C1=CC=C(O)C=C1
DB13629,Mofebutazone,CCCCC1C(O)=NN(C1=O)C1=CC=CC=C1
DB13630,Bibenzonium,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1
DB13631,Methoserpidine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
DB13632,Protiofate,CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC
DB13634,Pentifylline,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
DB13635,Tiracizine,CCOC(O)=NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
DB13636,Etanautine,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB13637,Tenitramine,[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O
DB13638,Cefbuperazone,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O
DB13639,Ferrous tartrate,[Fe++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13640,Acetoxolone,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C
DB13641,Metisazone,CN1C(=O)\C(=N\NC(S)=N)C2=CC=CC=C12
DB13642,Pridinol,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
DB13643,Loprazolam,[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O
DB13644,Methylthiouracil,CC1=CC(O)=NC(S)=N1
DB13645,Ethacizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1
DB13648,Alcuronium,[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO
DB13649,Proquazone,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12
DB13650,Aloglutamol,NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O
DB13651,Lorajmine,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51
DB13652,Bunaftine,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1
DB13653,Lorcainide,CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB13654,Montmorillonite,O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
DB13655,Nikethamide,CCN(CC)C(=O)C1=CN=CC=C1
DB13656,Eberconazole,ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1
DB13657,Benorilate,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
DB13659,Tenonitrozole,O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1
DB13660,Propicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O
DB13661,Niridazole,OC1=NCCN1C1=NC=C(S1)N(=O)=O
DB13662,Hexapropymate,NC(=O)OC1(CC#C)CCCCC1
DB13663,Clofenamide,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DB13664,Formocortal,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl
DB13665,Fluanisone,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB13666,Tiemonium iodide,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1
DB13667,Cefozopran,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O
DB13668,Ipidacrine,NC1=C2CCCC2=NC2=C1CCCC2
DB13669,Morpholine,C1COCCN1
DB13670,Oxantel,CN1CCCN=C1\C=C\C1=CC=CC(O)=C1
DB13671,Sulbentine,S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1
DB13672,Dimethylaminopropionylphenothiazine,CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
DB13673,Bekanamycin,[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N
DB13674,Cridanimod,OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12
DB13675,Metahexamide,CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1
DB13676,Mosapramine,OC1=NC2CCCCN2C11CCN(CCCN2C3=CC=CC=C3CCC3=C2C=C(Cl)C=C3)CC1
DB13677,Carboquone,COC(COC(O)=N)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
DB13678,Dihexyverine,O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1
DB13679,Dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB13680,Naftazone,NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O
DB13681,Butalamine,CCCCN(CCCC)CCN=C1ONC(=N1)C1=CC=CC=C1
DB13682,Cefpirome,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O
DB13683,Quinisocaine,CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1
DB13684,Omoconazole,C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
DB13685,Quingestanol,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C
DB13686,Clometocillin,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1
DB13687,Niaprazine,CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)N=C(O)C1=CN=CC=C1
DB13689,Tacalcitol,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
DB13690,Vinyl ether,C=COC=C
DB13691,Acetyldigoxin,C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
DB13692,Tretoquinol,COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC
DB13693,Sulbenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C3=CC=CC=C3)S(O)(=O)=O)C(=O)N2[C@H]1C(O)=O
DB13694,Distigmine,CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1
DB13695,Penthienate,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1
DB13696,Bromochlorosalicylanilide,OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1
DB13697,Ambazone,NC(=N)NN=C1C=CC(C=C1)=NNC(S)=N
DB13698,Ferrous carbonate,[Fe++].[O-]C([O-])=O
DB13699,Sulfathiourea,NC1=CC=C(C=C1)S(=O)(=O)NC(S)=N
DB13701,Ioglicic acid,CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
DB13702,Tibezonium iodide,[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1
DB13703,Gepefrine,[H][C@@](C)(N)CC1=CC(O)=CC=C1
DB13705,Decamethoxine,[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
DB13706,Eosin,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br
DB13707,Sodium tartrate,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13708,Fenquizone,NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1
DB13709,Ciclonicate,C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1
DB13710,Metenolone,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C
DB13711,Tritoqualine,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12
DB13712,Dixanthogen,CCOC(=S)SSC(=S)OCC
DB13713,Quifenadine,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1
DB13714,Xibornol,CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
DB13715,Dilazep,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1
DB13716,Dibutylphthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
DB13717,Phenothrin,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
DB13718,Hydroquinine,CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DB13719,Trolnitrate,O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O
DB13720,Diphemanil,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
DB13721,Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
DB13722,Pirprofen,CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1
DB13723,Meldonium,C[N+](C)(C)NCCC([O-])=O
DB13724,Nifuratel,CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1
DB13725,Terodiline,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C
DB13726,Sulfaguanidine,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1
DB13727,Azapetine,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
DB13728,Halometasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB13729,Camostat,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1
DB13730,Nifurtoinol,OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O
DB13731,Butamirate,CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1
DB13732,Meglumine antimoniate,O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB13733,Methylpentynol,CCC(C)(O)C#C
DB13736,Fenoxazoline,CC(C)C1=CC=CC=C1OCC1=NCCN1
DB13737,Cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1
DB13738,Camylofin,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
DB13739,Penamecillin,[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O
DB13740,Bemegride,CCC1(C)CC(O)=NC(=O)C1
DB13741,Ioglycamic acid,OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
DB13743,Sodium aurotiosulfate,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O
DB13744,Piromidic acid,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1
DB13745,Fazadinium bromide,[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1
DB13746,Bioallethrin,CC(C)=C[C@@H]1[C@@H](C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C
DB13747,Trolamine,OCCN(CCO)CCO
DB13748,Tidiacic arginine,OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O
DB13749,Magnesium gluconate,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
DB13750,Obidoxime,O=[NH+]C=C1C=CN(COCN2C=CC(=C[NH+]=O)C=C2)C=C1
DB13751,Glycyrrhizic acid,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
DB13752,Tetramethrin,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
DB13753,Cetiedil,O=C(OCCN1CCCCCC1)C(C1CCCCC1)C1=CSC=C1
DB13754,Mephenoxalone,COC1=CC=CC=C1OCC1CN=C(O)O1
DB13755,Iocarmic acid,CN=C(O)C1=C(I)C(C(O)=O)=C(I)C(N=C(O)CCCCC(O)=NC2=C(I)C(C(O)=NC)=C(I)C(C(O)=O)=C2I)=C1I
DB13756,Peruvoside,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)[C@H]1O
DB13757,Epanolol,OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N
DB13758,Meclofenoxate,CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1
DB13759,Fenpiverinium,C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1
DB13760,Niperotidine,CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1
DB13762,Dexrabeprazole,COCCCOC1=CC=NC(C[S@@](=O)C2=NC3=CC=CC=C3N2)=C1C
DB13763,Aurotioprol,[Na+].[Au+].OC(C[S-])CS([O-])(=O)=O
DB13764,Monoxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB13765,Mercuric chloride,Cl[Hg]Cl
DB13766,Lidoflazine,CC1=CC=CC(C)=C1N=C(O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1
DB13767,Vorozole,CN1N=NC2=CC=C(C=C12)[C@@H](N1C=NC=N1)C1=CC=C(Cl)C=C1
DB13768,Domiodol,OCC1COC(CI)O1
DB13769,Emetonium iodide,[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB13770,Vinylbital,CCCC(C)C1(C=C)C(O)=NC(=O)N=C1O
DB13771,Ferric sodium citrate,[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O
DB13772,Rufloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O
DB13773,Sulfamethoxypyridazine,COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1
DB13774,Myristalkonium,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB13775,Tertatolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1SCCC2
DB13776,Ibacitabine,NC1=NC(=O)N(C=C1I)[C@H]1C[C@H](O)[C@@H](CO)O1
DB13777,Prenalterol,CC(C)NC[C@H](O)COC1=CC=C(O)C=C1
DB13778,Cefazedone,CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=C(Cl)C(=O)C(Cl)=C2)C3=O)C(O)=O)S1
DB13779,Guanoclor,NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl
DB13780,Aluminium clofibrate,[OH-].[Al+3].CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O.CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O
DB13781,Xamoterol,OC(CNCCN=C(O)N1CCOCC1)COC1=CC=C(O)C=C1
DB13782,Imipramine oxide,CN(C)(=O)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
DB13783,Acemetacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O
DB13784,Dixyrazine,CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB13785,Dropropizine,OCC(O)CN1CCN(CC1)C1=CC=CC=C1
DB13786,Magnesium orotate,[Mg++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1
DB13787,Tilidine,[H][C@]1(C=CCC[C@]1(C(=O)OCC)C1=CC=CC=C1)N(C)C
DB13788,Chlorbenzoxamine,CC1=CC=CC=C1CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2Cl)CC1
DB13789,Aluminium acetotartrate,[Al+3].CC([O-])=O.O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13790,Fipexide,ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1
DB13791,Penfluridol,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F
DB13792,Clopamide,C[C@H]1CCC[C@@H](C)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
DB13793,Vinburnine,[H][C@]12N3CCC[C@@]1(CC)CC(=O)N1C4=CC=CC=C4C(CC3)=C21
DB13794,Dimethoxanate,CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
DB13795,Brodimoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1Br
DB13796,Dibunate,CC(C)(C)C1=CC=C2C(C=CC(=C2S(O)(=O)=O)C(C)(C)C)=C1
DB13797,Iodocholesterol (131I),CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[131I])[C@H]3CC[C@]12C
DB13798,Demoxytocin,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
DB13799,Ethadione,CCN1C(=O)OC(C)(C)C1=O
DB13800,Calcium levulinate,[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O
DB13801,Muzolimine,CC(N1NC(=N)CC1=O)C1=CC(Cl)=C(Cl)C=C1
DB13802,Epomediol,CC1(C)O[C@@]2(C)[C@@H](O)C[C@@H]1C[C@H]2O
DB13803,Xipamide,CC1=CC=CC(C)=C1N=C(O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O
DB13804,Benzylthiouracil,O=C1NC(=S)NC(CC2=CC=CC=C2)=C1
DB13805,Reposal,CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1
DB13806,Linopirdine,O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1
DB13807,Tisopurine,S=C1N=CNC2=C1C=NN2
DB13808,Mebhydrolin,CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1
DB13810,Dimemorfan,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C)C=C31
DB13812,Bufylline,CC(C)(N)CO.CN1C2=C(N=CN2)C(=O)N(C)C1=O
DB13813,Iodoform,[H]C(I)(I)I
DB13814,Talampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12
DB13815,Xenysalate,CCN(CC)CCOC(=O)C1=CC=CC(=C1O)C1=CC=CC=C1
DB13816,Aspoxicillin,[H][C@@](N)(CC(O)=NC)C(O)=N[C@@]([H])(C(O)=N[C@]1([H])C(=O)N2[C@]1([H])SC(C)(C)[C@]2([H])C(O)=O)C1=CC=C(O)C=C1
DB13817,Carbromal,CCC(Br)(CC)C(O)=NC(O)=N
DB13818,Bibrocathol,[OH-].[Bi+3].[O-]C1=C([O-])C(Br)=C(Br)C(Br)=C1Br
DB13819,Proxazole,CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1
DB13820,Oxomemazine,CC(CN(C)C)CN1C2=CC=CC=C2S(=O)(=O)C2=CC=CC=C12
DB13821,Ceftezole,OC(=O)C1=C(CSC2=NN=CS2)CS[C@@H]2[C@H](NC(=O)CN3C=NN=N3)C(=O)N12
DB13822,Meprotixol,COC1=CC2=C(SC3=CC=CC=C3C2(O)CCCN(C)C)C=C1
DB13823,Pipemidic acid,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1
DB13824,Enprostil,COC(=O)CCC=C=CC[C@H]1[C@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@@H](O)CC1=O
DB13825,Fedrilate,CC(CCN1CCOCC1)OC(=O)C1(CCOCC1)C1=CC=CC=C1
DB13826,Etohexadiol,CCCC(O)C(CC)CO
DB13827,Indanazoline,C1CC2=C(C1)C(NC1=NCCN1)=CC=C2
DB13828,Cyfluthrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1
DB13829,Calcium silicate,[Ca++].O[Si](O)(O)[O-].O[Si](O)(O)[O-]
DB13830,Copper usnate,[Cu++].CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C([O-])=C(C)C([O-])=C3C2(C)C1=O
DB13831,Potassium permanganate,[K+].[O-][Mn](=O)(=O)=O
DB13832,Ranimustine,CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O
DB13833,Methylatropine,C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
DB13834,Phenylmercuric borate,[OH-].OB(O)[O-].[Hg+]C1=CC=CC=C1.[Hg+]C1=CC=CC=C1
DB13835,Caroverine,CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=CC=CC=C12
DB13836,Metampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=C)C1=CC=CC=C1)C(O)=O
DB13837,Doxefazepam,OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F
DB13838,Noxytiolin,CNC(=S)NCO
DB13839,Dipyrocetyl,CC(=O)OC1=CC=CC(C(O)=O)=C1OC(C)=O
