celegans_bin,smiles,proteinName,protein_dataset
1,C[C@@H](C(=O)O)N,prot656,celegans
0,CCC(=O)O,prot783,celegans
1,C(C(CO)O)O,prot1201,celegans
1,C1=CC(=CC=C1[N+](=O)[O-])O,prot26,celegans
0,CC(C)CC(=O)C(=O)O,prot452,celegans
0,CC(=O)NC1C(C(C(OC1O)CO)O)O,prot124,celegans
1,C(C(CO)O)O,prot42,celegans
1,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,prot1,celegans
1,C(C(CO)O)O,prot813,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot25,celegans
0,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,prot55,celegans
0,C1CC(=O)NC1C(=O)O,prot163,celegans
0,CCCCCCCCCCCCCCO,prot196,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot69,celegans
1,CN1C2=C(C=CC(=C2)Cl)C3=C1C(=O)NC4([C@@H]3C#N)CCNCC4,prot25,celegans
0,CCCCN(CCCC)CCCC,prot148,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot831,celegans
1,C([C@@H](C(=O)O)N)SCC(=O)O,prot1401,celegans
1,C(CC(=O)O)CN,prot127,celegans
1,C1=CC(=NC=C1Cl)NC(P(=O)(O)O)P(=O)(O)O,prot398,celegans
1,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,C(CS)O,prot1118,celegans
0,CCC(C)(C#C)O,prot299,celegans
1,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,prot19,celegans
0,C1CC(CNC1)C(=O)O,prot1782,celegans
0,II,prot1659,celegans
0,CNNC,prot225,celegans
0,COCCCCCCCCCCCC(=O)O,prot380,celegans
1,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,prot1208,celegans
1,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,prot1,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot721,celegans
0,CC(=O)NC,prot175,celegans
1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot1,celegans
1,CCCCCCCCCCCCCCCC[N+](C)(C)C,prot1,celegans
1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,prot72,celegans
0,CC1CO1,prot149,celegans
0,C(C(=O)[O-])F,prot702,celegans
0,CN(C)CCC1=CNC2=C1C=C(C=C2)OC,prot583,celegans
1,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,prot810,celegans
0,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,prot1334,celegans
1,CCN1C2=NC=C(C(=C2C=N1)NC3CCOCC3)C(=O)NCC4=CC=CC=C4,prot53,celegans
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot25,celegans
1,CCCCCCCCCCCCCCCC(=O)O,prot287,celegans
0,C(CC(=O)O)C(C(=O)O)O,prot109,celegans
0,C(CC(C(=O)O)N)CN,prot895,celegans
1,CC(=O)N[C@@H](CCSC)C(=O)O,prot580,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1391,celegans
1,C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3,prot25,celegans
0,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,prot336,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot78,celegans
1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,prot788,celegans
0,CC(C)(C)OO,prot1799,celegans
1,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,prot2,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot873,celegans
1,CC1=NC=C(C(=N1)N)CN,prot1215,celegans
1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,prot25,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1028,celegans
1,C[C@@H](CC(C)(C)O)O,prot1778,celegans
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot15,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot176,celegans
0,CC(C)C1=CC=CC=C1,prot852,celegans
1,C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CN=CC=C4)CO,prot25,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot176,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot967,celegans
1,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC=C2C(F)(F)F,prot3,celegans
0,CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot152,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1802,celegans
1,C[C@@H](CC(C)(C)O)O,prot1803,celegans
1,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,prot1,celegans
1,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)[C@@H]3CC(=O)NS3(=O)=O)C(=O)N,prot191,celegans
0,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,prot194,celegans
1,C(C(CO)O)O,prot629,celegans
0,CC(C)(C(=O)O)N,prot770,celegans
1,CN1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N,prot885,celegans
0,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,prot428,celegans
1,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,prot1804,celegans
1,C([C@@H](C(=O)O)N)SO,prot1537,celegans
1,C[C@@H](C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC(=CC(=C4)Cl)CCCO,prot546,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot764,celegans
0,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,prot1805,celegans
0,C1CN2C3=CC=CC4=C3C=C(C=C4)OC5=C(C=CC(=C5)CN6C=NC=C6CCNC1C2=O)C#N,prot587,celegans
0,CC(C(=O)C)O,prot332,celegans
1,C(CC(=O)N)[C@@H](C(=O)O)N,prot260,celegans
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot1806,celegans
0,CC(C)C(CC=C)C(=O)N,prot1807,celegans
1,C(C(=O)COP(=O)(O)O)O,prot755,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1119,celegans
0,CCCCCC=CCC=CCCCCCCCC(=O)O,prot956,celegans
0,CC(C(C)O)O,prot1585,celegans
0,CC1[C@@H](C(C([C@H](O1)O[C@H]2C[C@H]([C@@]3(C4C(CC[C@@]3(C2)O)[C@]5(CCC([C@]5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O,prot210,celegans
0,CCC(=O)C,prot1808,celegans
1,C[C@@]\1(C2=CC=CC=C2N/C1=C\3/C4=C(C=CC(=C4)S(=O)(=O)N5CCC(CC5)O)NC3=O)O,prot25,celegans
0,C1=CC(=CC(=C1)C#N)C#N,prot278,celegans
1,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,prot1,celegans
0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,prot140,celegans
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,prot1156,celegans
0,CC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,prot604,celegans
1,C1=CC=C(C=C1)CN,prot19,celegans
0,C(CC(C(=O)O)N)CN,prot38,celegans
0,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,prot1468,celegans
1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,C(CS)O,prot25,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot1181,celegans
0,C[S+](C)CCC(C(=O)O)N,prot1469,celegans
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot571,celegans
0,CCCC(=O)NC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC,prot172,celegans
1,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(SC=C3)C(=O)O)F,prot130,celegans
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,prot482,celegans
0,CC(=C)C(=O)O,prot1809,celegans
0,CC(=O)OCC(=O)C1(CCC2C1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=CC43C)F)O)C)O,prot507,celegans
1,C(C(CO)O)O,prot1253,celegans
1,CC(=O)CC(=O)O,prot676,celegans
0,C1CC(C(CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=C(C=CC=C4O)C(=O)O)O,prot1581,celegans
1,CCCCCCCCCC[N+](C)(C)[O-],prot766,celegans
0,C(CN)C(C(=O)O)N,prot115,celegans
0,CCCCC(C(=O)O)N,prot751,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O,prot1263,celegans
1,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,prot1,celegans
0,C(CO)C(C(=O)O)N,prot311,celegans
1,C(C(CO)O)O,prot1116,celegans
0,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F,prot1810,celegans
1,C1=CC(=CN=C1)C(=O)N,prot805,celegans
1,C(COCCOCCO)O,prot760,celegans
1,C1=CC(=CC=C1C2=C(NN=C2)C3=CC(=NC=C3)F)F,prot25,celegans
0,C(CN)C(C(=O)O)N,prot1811,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot25,celegans
1,CC(C)C[C@@H](CN1CCCN2[C@H]1CCC2)N,prot560,celegans
1,C(C(CO)O)O,prot1283,celegans
1,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCC2=CN=CC=C2,prot440,celegans
0,CCCC(C(=O)O)N,prot491,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot887,celegans
0,C1[C@H](CN[C@@H]1C(=O)O)O,prot93,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1657,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot25,celegans
1,COC1=C(C=C2C(=C1)C(=NC=N2)N3CC[C@H](C3)OC4=CC5=CC=CC=C5C=C4)OC,prot53,celegans
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot1396,celegans
0,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N,prot1812,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O,prot1411,celegans
1,C12=C(NC(=O)N1)NC(=O)NC2=O,prot261,celegans
0,CC(C(C(=O)O)N)O,prot96,celegans
1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,prot562,celegans
0,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,prot1813,celegans
1,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,prot48,celegans
0,CC1=CN(C(=O)N=C1N)[C@H]2CC([C@H](O2)CO)O,prot632,celegans
1,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,prot25,celegans
0,C(C(C(=O)O)O)C(=O)O,prot1247,celegans
0,CC(C)C(C(C)(C)CO)O,prot1176,celegans
1,CS[C@@H]1[C@H]([C@H]([C@H]([C@H]1O)O)O)NCC2=CC=CC=C2,prot446,celegans
1,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,prot1,celegans
0,C(CO)C(C(=O)O)N,prot142,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,prot1,celegans
1,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,prot1,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot25,celegans
0,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl,prot533,celegans
0,C(C(=O)[O-])F,prot1439,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot927,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1814,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot159,celegans
0,CC(=O)NC1C(C(C(OC1O)CO)O)O,prot683,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot69,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot25,celegans
0,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,prot711,celegans
0,CCC(C)C(C(=O)O)N,prot1357,celegans
0,C1C(CNC2=C1C(=O)N=C(N2)N)CCC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,prot160,celegans
0,CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot931,celegans
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,prot1,celegans
0,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,prot1777,celegans
0,C(C(C(=O)O)S)(C(=O)O)S,prot369,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,prot1815,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,prot1,celegans
0,C(C(=O)[O-])Br,prot954,celegans
0,C(Br)Br,prot505,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot894,celegans
1,C(C(CO)O)O,prot999,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot25,celegans
0,CC1[C@@H](C(C([C@H](O1)O[C@H]2C[C@H]([C@@]3(C4C(CC[C@@]3(C2)O)[C@]5(CCC([C@]5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O,prot824,celegans
0,CC(CC1=CC=CC=C1)N,prot238,celegans
0,C1CC(=O)NC1C(=O)O,prot560,celegans
1,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],prot25,celegans
0,CC(C)C=O,prot990,celegans
0,C(CO)NN,prot1544,celegans
1,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,prot2,celegans
1,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],prot25,celegans
0,C1=C(C=C(C(=C1O)O)O)C(=O)O,prot1666,celegans
0,COC1=C(C=CC(=C1)C(C(=O)O)O)O,prot26,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1816,celegans
1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,prot656,celegans
0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot21,celegans
1,C1C[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=NC2=O)N,prot1266,celegans
0,C(C(C(=O)O)O)(C(=O)O)N,prot1225,celegans
0,CCC(=O)C,prot990,celegans
1,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,prot1116,celegans
1,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=CC=C4)N,prot1040,celegans
0,CC(CCO)O,prot816,celegans
0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N,prot759,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot659,celegans
0,CC(C(=O)O)(Cl)Cl,prot1817,celegans
1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC(=CC=C4)S(=O)(=O)N,prot25,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot1008,celegans
0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,prot752,celegans
0,C(CN)CO,prot1818,celegans
0,CN1C2=C(N=C1C3=CC=C(C=C3)S(=O)(=O)O)N(C(=O)N(C2=O)CC=C)C,prot1325,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot484,celegans
1,C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,prot297,celegans
1,C(COCCOCCO)O,prot159,celegans
0,COC(=O)CC(=O)OC,prot322,celegans
0,C1=CC(=C(C=C1N)C(=O)O)O,prot186,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot1040,celegans
0,C1CCC2CCCCC2C1,prot1005,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,prot775,celegans
0,CC(=O)C=O,prot215,celegans
1,CC1=C(C2=CC=CC=C2N1)CCNC(=O)C3=CC=CS3,prot834,celegans
1,C(CC(=O)O)[C@@H](C(=O)O)N,prot151,celegans
1,C(C(CO)O)O,prot250,celegans
0,CC(C)C=O,prot758,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot803,celegans
1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,prot25,celegans
0,CCCCCC=CCC=CCCCCCCCC(=O)O,prot1819,celegans
0,C(C(C(=O)O)O)(C(=O)O)N,prot1014,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1054,celegans
1,COCCOC1=C(C=C2C3=CC(=NC(=C3C=NC2=C1)N)N4C=CN=C4)OC,prot25,celegans
1,C(CSSC[C@@H](C(=O)O)N)O,prot25,celegans
1,C(C(CO)O)O,prot1475,celegans
0,CC(CC(=O)O)(C(=O)O)O,prot677,celegans
0,C(C(C(=O)C(=O)O)C(=O)O)C(=O)O,prot542,celegans
1,C([C@H]([C@@H](CS)O)O)S,prot561,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot91,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
0,CC(CN)O,prot1255,celegans
1,CCCCOC1=C(C=CC(=C1)C[C@@H]2CNC(=O)N2)OC,prot53,celegans
1,C(C(CO)O)O,prot728,celegans
0,C1=CC=C(C=C1)C(C(=O)O)O,prot1677,celegans
0,CCCCCC(=O)O,prot990,celegans
1,CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5,prot25,celegans
1,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,prot15,celegans
0,C1=CC(=CC=C1N)O,prot537,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot291,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot1669,celegans
0,CCCCCCCCCCCCCCCCCC(=O)O,prot1670,celegans
1,CNC(=NC)NCCC[C@@H](C(=O)O)N,prot949,celegans
1,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,prot2,celegans
0,C(CN)C(C(=O)O)N,prot426,celegans
1,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,prot571,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1820,celegans
0,C1=C2C(=NC=N1)N=CN2,prot1812,celegans
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot1,celegans
1,CC(=O)C1=CC=CC(=C1)C2=CN=C3N2N=C(C=C3)NCC4CC4,prot25,celegans
1,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,prot377,celegans
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot1,celegans
0,CC(C)CCC(=O)O,prot7,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot25,celegans
0,CC1=CC=C(C=C1)O,prot1144,celegans
0,C=C,prot1797,celegans
1,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,prot571,celegans
0,C(CC(=O)C(=O)O)CC(=O)O,prot727,celegans
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot30,celegans
0,C(CO)C(C(=O)O)N,prot1322,celegans
0,CC(CC=O)O,prot583,celegans
0,C(C(C(=O)O)O)C(=O)O,prot739,celegans
1,C(C(CO)O)O,prot1354,celegans
1,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,prot1,celegans
1,C(C(CO)O)O,prot1821,celegans
0,CC(C(C)O)O,prot1738,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1,celegans
0,CC(=O)NC1C(C(C(OC1O)CO)O)O,prot368,celegans
0,CSCCC(C(=O)O)N,prot1289,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,prot1222,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot171,celegans
0,C1CCC(CC1)N,prot946,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot1406,celegans
0,C(C(C(C(C(C(=O)O)O)O)O)O)O,prot379,celegans
0,COC1C(C(C(C(O1)CO)O)O)O,prot133,celegans
0,C#CCO,prot654,celegans
1,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,prot25,celegans
0,C(C(C(=O)O)O)(C(=O)O)O,prot367,celegans
0,C(C(C(=O)O)N)O,prot482,celegans
1,CC1=NC(=NN1C2=CC(=CC(=C2)Cl)Cl)C(=O)O,prot25,celegans
0,C1=CC(=C(C=C1O)O)C(=O)O,prot604,celegans
1,C1COCCN1C2=CC(=CC(=C2)C(=O)NC3=CC4=C(C=C3)NC=C4CCC5=CC=NC=C5)F,prot25,celegans
1,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,prot1,celegans
0,CCCCCC(=O)O,prot1322,celegans
1,C(C(CO)O)O,prot85,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,prot1,celegans
1,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,prot117,celegans
1,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,prot398,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1508,celegans
0,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot933,celegans
0,CCCCC(CC)C(=O)O,prot382,celegans
0,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,prot1222,celegans
0,C(=O)C=O,prot1823,celegans
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC=CC=C4)O)O,prot646,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot567,celegans
